history_id,customer_id,segment,valid_from,valid_to,reason
1279,980,mass,2024-01-20,,onboarding
1280,981,premium,2025-04-19,,onboarding
1281,981,premium,2025-04-19,2026-08-23,churn_risk
1282,982,wealth,2023-04-06,,onboarding
1283,983,mass,2025-10-18,,onboarding
1284,984,mass,2023-10-09,,onboarding
1285,984,premium,2023-10-09,2024-06-09,income_growth
1286,985,mass,2025-05-21,,onboarding
1287,986,wealth,2024-02-20,,onboarding
1288,987,wealth,2023-08-13,,onboarding
1289,988,premium,2025-04-06,,onboarding
1290,988,mass,2025-04-06,2025-06-18,income_growth
1291,989,mass,2024-03-17,,onboarding
1292,990,premium,2025-11-14,,onboarding
1293,990,premium,2025-11-14,2026-01-29,income_growth
1294,991,premium,2024-05-20,,onboarding
1295,992,mass,2025-06-15,,onboarding
1296,993,wealth,2025-10-30,,onboarding
1297,994,premium,2024-07-31,,onboarding
1298,994,premium,2024-07-31,2026-03-12,churn_risk
1299,995,mass,2023-06-23,,onboarding
1300,995,mass,2023-06-23,2024-09-27,income_growth
1301,996,mass,2024-03-04,,onboarding
1302,996,premium,2024-03-04,2025-01-02,churn_risk
1303,997,mass,2025-01-04,,onboarding
1304,998,wealth,2024-05-21,,onboarding
1305,999,premium,2025-03-31,,onboarding
1306,999,mass,2025-03-31,2027-03-23,churn_risk
1307,1000,mass,2024-11-10,,onboarding
1308,1000,mass,2024-11-10,2026-10-09,annual_review
