transaction_id,client_id,account_id,card_id,transaction_time,amount,currency,transaction_type,merchant_name,merchant_category,city,status
13851,1499,651,313,2025-10-23 18:59:42,424175.62,KZT,deposit,KFC,restaurant,Алматы,success
13852,24,1255,2200,2025-08-27 21:03:19,116029.18,KZT,transfer,Glovo,restaurant,Караганда,success
13853,1831,2855,1854,2025-05-13 20:41:23,191372.69,KZT,cash_withdrawal,Green Bazaar,marketplace,Алматы,success
13854,111,1457,1195,2025-05-14 11:25:21,75310.66,USD,cash_withdrawal,Sulpak,restaurant,Тараз,success
13855,766,25,1956,2025-12-28 03:06:49,354337.17,EUR,cash_withdrawal,Coffee Boom,supermarket,Павлодар,declined
13856,1575,928,130,2026-01-05 15:09:28,44175.81,USD,transfer,Magnum,electronics,Алматы,success
13857,477,341,752,2026-02-08 02:19:15,282028.09,USD,cash_withdrawal,Ramstore,clothing,Астана,success
13858,944,330,1837,2025-08-04 15:44:09,487301.4,USD,cash_withdrawal,Coffee Boom,marketplace,Усть-Каменогорск,declined
13859,1427,1242,30,2026-03-09 14:15:07,146376.58,KZT,cash_withdrawal,Glovo,food_delivery,Тараз,declined
13860,95,1068,1664,2025-07-02 18:32:06,159822.2,KZT,transfer,Ramstore,restaurant,Караганда,success
13861,1325,2653,912,2025-08-22 04:58:29,46169.6,KZT,purchase,Coffee Boom,transport,Актобе,success
13862,1645,397,2479,2025-08-21 00:31:09,80414.68,USD,transfer,KFC,food_delivery,Усть-Каменогорск,success
13863,859,2133,116,2025-08-21 02:36:46,456924.73,USD,cash_withdrawal,Green Bazaar,marketplace,Астана,success
13864,1291,1717,1402,2025-08-14 15:50:51,144930.8,KZT,deposit,Kaspi Store,travel,Астана,success
13865,374,681,364,2025-08-31 11:24:39,52520.79,USD,purchase,Air Astana,travel,Актобе,success
13866,321,1837,2241,2025-11-26 04:50:27,138348.8,EUR,purchase,Green Bazaar,restaurant,Актобе,success
13867,1201,252,4,2026-01-20 07:10:38,402828.04,EUR,purchase,H&M,transport,Астана,success
13868,34,2936,1551,2025-09-13 05:51:17,204385.46,KZT,transfer,Yandex Go,travel,Астана,declined
13869,1699,1884,905,2025-11-14 11:11:31,173707.29,USD,deposit,Burger King,food_delivery,Павлодар,success
13870,402,2958,359,2025-11-24 20:55:29,112865.35,KZT,deposit,Burger King,food_delivery,Караганда,success
13871,1157,2087,1977,2025-12-24 11:58:45,452338.24,EUR,deposit,Zara,marketplace,Тараз,success
13872,903,586,1387,2025-08-14 12:06:53,425170.84,KZT,cash_withdrawal,H&M,travel,Шымкент,success
13873,19,2634,1586,2025-04-25 06:03:01,102788.19,EUR,purchase,Green Bazaar,food_delivery,Павлодар,success
13874,699,2023,1555,2025-06-18 13:36:47,499205.37,EUR,transfer,Sulpak,marketplace,Тараз,success
13875,1571,862,1182,2026-02-01 10:55:03,377648.19,KZT,purchase,Zara,transport,Павлодар,success
13876,33,2168,443,2025-11-27 07:13:11,38319.21,USD,transfer,Coffee Boom,transport,Шымкент,declined
13877,892,10,2355,2025-06-11 23:21:06,408333.15,USD,cash_withdrawal,Air Astana,supermarket,Алматы,success
13878,1521,437,136,2025-06-05 03:27:49,426373.61,USD,deposit,Sulpak,food_delivery,Усть-Каменогорск,success
13879,394,2031,243,2025-12-15 18:22:00,157462.0,EUR,purchase,Magnum,travel,Караганда,success
13880,952,2098,259,2025-11-18 00:33:49,52348.72,EUR,purchase,Glovo,restaurant,Усть-Каменогорск,success
13881,1772,2143,2313,2025-08-18 14:32:34,278127.69,USD,cash_withdrawal,Kaspi Store,travel,Тараз,declined
13882,1499,651,313,2025-10-27 06:14:22,247324.63,KZT,transfer,Green Bazaar,electronics,Шымкент,success
13883,1986,782,36,2026-01-01 14:02:33,87038.77,USD,cash_withdrawal,Glovo,food_delivery,Актобе,success
13884,1549,1532,2406,2025-05-24 07:07:29,273254.42,EUR,cash_withdrawal,Air Astana,travel,Усть-Каменогорск,success
13885,450,220,922,2026-01-31 09:48:39,200945.81,KZT,cash_withdrawal,Yandex Go,marketplace,Караганда,success
13886,1160,793,1311,2025-09-04 08:34:06,145053.51,USD,cash_withdrawal,Coffee Boom,travel,Шымкент,success
13887,552,2789,1805,2026-01-12 10:13:09,206484.12,USD,transfer,Air Astana,travel,Шымкент,success
13888,1002,603,389,2025-05-23 13:35:58,14504.46,KZT,transfer,Small,marketplace,Актобе,success
13889,1764,2483,80,2025-09-29 12:08:57,403303.07,KZT,cash_withdrawal,Zara,marketplace,Тараз,declined
13890,37,67,2193,2026-01-18 23:31:58,290408.59,USD,transfer,Sulpak,electronics,Усть-Каменогорск,success
13891,1611,2226,145,2025-09-22 07:50:29,111233.28,USD,transfer,Green Bazaar,electronics,Алматы,success
13892,778,2454,481,2025-06-25 05:13:54,340452.75,USD,transfer,Technodom,restaurant,Актобе,success
13893,1024,2336,1106,2025-06-05 16:48:05,211045.84,EUR,cash_withdrawal,Magnum,transport,Караганда,success
13894,1546,930,135,2025-09-05 16:44:54,424735.23,KZT,transfer,Technodom,food_delivery,Усть-Каменогорск,success
13895,412,1194,1574,2026-01-22 14:22:36,379762.68,EUR,transfer,Zara,restaurant,Алматы,success
13896,881,2935,152,2026-04-18 23:11:21,225797.33,USD,cash_withdrawal,Technodom,supermarket,Шымкент,success
13897,643,1742,387,2026-02-05 23:58:24,108699.95,KZT,deposit,Technodom,clothing,Астана,success
13898,1880,818,242,2025-04-28 18:49:17,196673.47,KZT,cash_withdrawal,Yandex Go,transport,Актобе,success
13899,1348,2689,667,2025-05-13 04:26:56,292735.42,EUR,purchase,Magnum,clothing,Павлодар,success
13900,1628,658,963,2026-01-29 22:12:18,290386.39,KZT,transfer,H&M,clothing,Караганда,declined
13901,1627,168,1747,2025-12-23 01:33:54,150197.2,EUR,deposit,Ramstore,clothing,Алматы,declined
13902,255,1711,212,2025-12-21 20:15:06,479005.8,KZT,purchase,Glovo,food_delivery,Шымкент,declined
13903,1094,2650,2087,2025-09-03 18:46:35,243910.44,USD,cash_withdrawal,KFC,supermarket,Актобе,success
13904,978,2836,960,2025-11-05 04:01:04,201407.19,KZT,purchase,Technodom,supermarket,Актобе,declined
13905,1469,2379,1031,2026-03-21 04:46:34,423895.68,KZT,transfer,Zara,marketplace,Усть-Каменогорск,success
13906,235,1718,895,2026-02-19 13:56:01,181091.25,KZT,deposit,Sulpak,electronics,Павлодар,success
13907,1227,2489,2204,2026-03-04 05:08:30,62214.17,KZT,purchase,Zara,travel,Шымкент,success
13908,492,1064,2169,2025-08-07 21:28:42,165155.71,EUR,cash_withdrawal,H&M,marketplace,Астана,success
13909,1080,2221,2398,2025-10-06 19:17:36,485908.15,KZT,transfer,KFC,marketplace,Павлодар,declined
13910,224,438,2308,2026-04-15 04:09:56,172161.68,KZT,transfer,Sulpak,travel,Усть-Каменогорск,success
13911,1981,2703,964,2025-09-20 13:25:58,438387.49,KZT,cash_withdrawal,Kaspi Store,food_delivery,Актобе,success
13912,1583,2762,991,2025-05-25 16:26:49,305880.53,USD,purchase,Yandex Go,marketplace,Алматы,declined
13913,1467,2172,2108,2026-02-21 13:48:49,241979.05,KZT,transfer,Glovo,travel,Тараз,success
13914,1548,1616,1655,2026-02-01 01:06:22,61168.21,EUR,deposit,Air Astana,electronics,Тараз,success
13915,729,1249,2085,2025-06-06 07:03:24,176529.36,USD,purchase,Technodom,clothing,Актобе,success
13916,1907,2413,1937,2025-04-30 05:24:39,82828.46,USD,cash_withdrawal,Glovo,restaurant,Павлодар,success
13917,1088,1564,1348,2025-12-05 03:14:36,292399.14,KZT,purchase,Technodom,electronics,Шымкент,declined
13918,1648,2729,2071,2026-01-12 20:36:31,364212.97,KZT,transfer,Zara,restaurant,Шымкент,success
13919,999,2579,1213,2025-11-18 19:13:48,380939.54,USD,cash_withdrawal,Ramstore,marketplace,Павлодар,success
13920,492,1294,1359,2025-11-12 04:01:44,39048.08,KZT,deposit,H&M,restaurant,Актобе,success
13921,1312,477,1562,2025-08-10 03:49:45,198819.41,USD,transfer,Sulpak,transport,Шымкент,success
13922,706,240,327,2026-01-10 02:41:21,144539.0,KZT,cash_withdrawal,Green Bazaar,supermarket,Актобе,success
13923,47,672,2253,2026-03-21 06:36:15,171890.0,KZT,transfer,Glovo,supermarket,Шымкент,success
13924,136,1143,1815,2026-03-22 06:07:05,418191.1,USD,cash_withdrawal,Kaspi Store,travel,Астана,success
13925,1827,342,1933,2025-12-01 13:04:37,33826.88,KZT,transfer,Kaspi Store,clothing,Актобе,success
13926,36,2875,2107,2025-06-25 06:04:17,79397.2,USD,purchase,Yandex Go,food_delivery,Павлодар,declined
13927,224,438,2308,2026-04-09 04:31:12,278024.02,USD,transfer,KFC,marketplace,Тараз,success
13928,171,1169,2325,2025-09-29 12:25:18,53127.39,EUR,purchase,Zara,restaurant,Павлодар,success
13929,1000,1443,231,2025-11-08 13:42:53,17814.0,EUR,cash_withdrawal,H&M,supermarket,Шымкент,success
13930,1439,900,2260,2025-11-22 02:53:06,157380.75,EUR,purchase,KFC,marketplace,Алматы,declined
13931,1346,2438,1043,2026-01-15 02:04:17,372015.49,USD,cash_withdrawal,Air Astana,restaurant,Караганда,declined
13932,1534,264,804,2026-03-27 20:01:24,483864.62,KZT,purchase,Kaspi Store,marketplace,Актобе,success
13933,608,2178,2074,2025-10-18 12:20:18,161253.82,KZT,purchase,Yandex Go,travel,Актобе,success
13934,1403,874,1211,2025-08-09 11:37:00,157599.22,USD,transfer,Coffee Boom,clothing,Павлодар,success
13935,1760,232,582,2026-04-14 04:55:29,492058.26,KZT,purchase,Yandex Go,restaurant,Актобе,success
13936,98,883,2216,2026-01-10 19:22:51,180494.92,KZT,cash_withdrawal,Air Astana,marketplace,Караганда,declined
13937,12,1858,2065,2026-03-10 19:03:29,289030.52,USD,deposit,H&M,food_delivery,Павлодар,success
13938,1541,280,856,2025-06-05 11:23:17,214247.07,USD,transfer,Small,travel,Актобе,success
13939,159,1914,1356,2025-05-19 14:53:24,183644.11,KZT,cash_withdrawal,Glovo,food_delivery,Алматы,declined
13940,1768,298,942,2025-08-12 12:05:05,459750.76,EUR,deposit,Green Bazaar,supermarket,Караганда,success
13941,944,330,1837,2025-12-28 00:32:49,379884.68,KZT,transfer,Magnum,food_delivery,Караганда,success
13942,1373,138,2276,2025-12-01 10:40:23,72894.82,KZT,cash_withdrawal,Yandex Go,travel,Актобе,success
13943,252,2624,1119,2025-10-27 15:55:07,432896.76,KZT,purchase,KFC,food_delivery,Тараз,declined
13944,1852,2304,439,2025-09-14 13:00:49,50506.49,KZT,cash_withdrawal,Glovo,supermarket,Астана,declined
13945,1763,514,1824,2025-08-14 01:05:17,239146.13,KZT,transfer,Burger King,transport,Тараз,success
13946,64,487,248,2025-09-17 19:29:37,287664.68,EUR,purchase,Small,travel,Шымкент,success
13947,1654,1531,1695,2025-06-30 17:24:14,463062.29,KZT,cash_withdrawal,Technodom,electronics,Тараз,declined
13948,362,629,1627,2026-03-09 03:46:59,225742.51,KZT,purchase,Ramstore,marketplace,Астана,success
13949,1400,2210,977,2025-11-12 20:51:21,190338.09,EUR,cash_withdrawal,Glovo,electronics,Актобе,declined
13950,985,2132,1373,2025-06-18 20:56:40,274953.51,KZT,cash_withdrawal,H&M,travel,Тараз,success
13951,901,441,871,2025-05-06 16:46:41,475439.49,EUR,deposit,Small,marketplace,Астана,declined
13952,1524,1996,1102,2025-07-22 06:38:30,217687.79,KZT,deposit,Burger King,transport,Астана,success
13953,997,286,1910,2025-10-23 22:50:49,302577.77,EUR,purchase,Glovo,food_delivery,Павлодар,success
13954,942,1642,110,2025-12-16 22:57:09,43364.57,EUR,purchase,Small,restaurant,Усть-Каменогорск,success
13955,1262,141,2041,2025-12-30 19:21:14,136514.61,USD,cash_withdrawal,H&M,food_delivery,Астана,success
13956,1893,394,43,2025-07-23 01:53:24,288158.34,USD,transfer,Magnum,supermarket,Караганда,success
13957,1401,1977,2202,2025-12-28 08:11:36,229349.55,EUR,purchase,Magnum,food_delivery,Усть-Каменогорск,success
13958,942,1642,110,2025-08-20 17:51:54,85590.49,USD,purchase,H&M,marketplace,Тараз,success
13959,1654,1112,1853,2025-05-19 02:00:25,4017.89,EUR,cash_withdrawal,Glovo,transport,Караганда,declined
13960,581,967,1940,2025-06-01 19:58:43,132655.93,KZT,cash_withdrawal,Small,food_delivery,Павлодар,success
13961,53,2376,976,2026-03-09 15:57:35,84373.4,KZT,cash_withdrawal,Zara,electronics,Актобе,success
13962,1548,1879,1737,2026-02-20 22:52:15,298703.91,EUR,transfer,Small,food_delivery,Павлодар,success
13963,430,2079,817,2025-09-19 05:10:17,370746.59,KZT,purchase,Kaspi Store,supermarket,Павлодар,success
13964,1669,2593,344,2025-07-21 05:13:56,375671.02,EUR,purchase,KFC,supermarket,Павлодар,success
13965,1072,103,75,2025-07-24 11:21:47,223708.28,KZT,purchase,Green Bazaar,travel,Астана,success
13966,1274,2784,1567,2026-01-26 21:12:46,480630.36,KZT,deposit,Ramstore,transport,Тараз,success
13967,917,2909,647,2026-01-13 01:23:38,433591.58,KZT,deposit,Technodom,food_delivery,Тараз,success
13968,1417,2939,1187,2025-09-06 08:41:11,396052.25,USD,transfer,Ramstore,clothing,Астана,success
13969,979,1198,2450,2025-08-08 02:05:10,68126.65,EUR,cash_withdrawal,Air Astana,food_delivery,Павлодар,success
13970,904,2297,2102,2025-12-08 17:02:33,174372.06,USD,deposit,Ramstore,marketplace,Шымкент,declined
13971,69,2470,1045,2025-10-26 13:18:06,5642.44,KZT,cash_withdrawal,KFC,supermarket,Караганда,declined
13972,1681,2917,433,2025-10-20 19:14:39,409927.05,USD,cash_withdrawal,KFC,food_delivery,Павлодар,declined
13973,1050,1139,1789,2026-03-17 21:58:34,163451.24,EUR,cash_withdrawal,Magnum,clothing,Тараз,success
13974,934,511,2434,2025-07-22 21:34:52,193534.19,EUR,transfer,Glovo,marketplace,Алматы,success
13975,807,1911,1619,2025-10-07 00:15:51,72926.4,EUR,purchase,KFC,electronics,Актобе,success
13976,1250,1715,1525,2025-10-05 15:05:57,248291.44,KZT,purchase,Burger King,clothing,Астана,success
13977,1788,646,2159,2025-11-23 23:11:20,143136.64,USD,transfer,Yandex Go,supermarket,Актобе,success
13978,465,730,365,2025-11-17 01:13:55,478379.76,EUR,transfer,Kaspi Store,clothing,Шымкент,success
13979,1802,619,996,2025-08-05 15:44:48,61801.17,USD,transfer,Zara,clothing,Павлодар,success
13980,1529,962,1028,2025-11-29 05:46:11,288357.68,USD,transfer,Coffee Boom,travel,Шымкент,success
13981,612,873,2487,2025-10-21 19:29:21,244069.75,EUR,cash_withdrawal,Zara,supermarket,Актобе,success
13982,1708,1852,2101,2025-07-19 03:54:29,337250.64,KZT,transfer,Kaspi Store,restaurant,Астана,success
13983,302,1182,1796,2025-08-17 07:01:43,224886.68,EUR,purchase,Sulpak,electronics,Актобе,declined
13984,69,2470,1045,2025-07-11 10:47:11,487369.07,EUR,deposit,Yandex Go,supermarket,Шымкент,success
13985,1059,548,801,2026-02-26 00:52:55,338079.86,KZT,purchase,Zara,restaurant,Усть-Каменогорск,success
13986,350,2837,1452,2025-11-13 17:31:15,142414.46,KZT,purchase,Zara,clothing,Актобе,success
13987,1875,306,1360,2025-04-23 21:03:02,394112.6,KZT,purchase,Yandex Go,travel,Павлодар,success
13988,830,1459,2150,2025-10-24 17:00:45,298389.87,KZT,deposit,Burger King,marketplace,Караганда,success
13989,336,2656,1184,2025-12-16 13:31:36,491153.07,KZT,purchase,Ramstore,travel,Шымкент,success
13990,331,909,1204,2025-10-21 02:51:28,26397.96,KZT,deposit,Ramstore,marketplace,Усть-Каменогорск,success
13991,950,2401,723,2025-10-31 05:37:17,373290.32,USD,cash_withdrawal,Kaspi Store,marketplace,Тараз,success
13992,907,2895,695,2025-05-24 08:26:45,422301.24,EUR,transfer,Kaspi Store,travel,Павлодар,declined
13993,1860,2767,538,2025-08-02 02:12:00,378331.15,EUR,deposit,Zara,supermarket,Шымкент,success
13994,291,850,1493,2025-09-18 22:36:20,45715.64,KZT,transfer,Kaspi Store,marketplace,Караганда,declined
13995,1943,2798,1251,2025-06-21 21:51:01,126502.9,KZT,deposit,H&M,restaurant,Алматы,success
13996,1288,1838,1419,2025-09-23 01:53:44,122515.92,USD,cash_withdrawal,Zara,travel,Караганда,success
13997,500,2014,987,2026-01-15 06:13:50,177877.41,USD,purchase,Yandex Go,transport,Шымкент,success
13998,62,1058,272,2025-06-17 00:59:29,452477.17,EUR,deposit,Glovo,transport,Павлодар,success
13999,1877,2812,504,2025-10-26 16:37:45,23238.81,EUR,transfer,Yandex Go,transport,Павлодар,success
14000,1062,2214,220,2025-10-05 05:35:21,58892.46,KZT,cash_withdrawal,Technodom,transport,Актобе,success
14001,1366,1119,2115,2025-12-21 14:08:06,437851.82,KZT,purchase,Magnum,marketplace,Астана,success
14002,1242,255,234,2025-08-07 10:17:21,6108.42,KZT,transfer,Zara,electronics,Караганда,success
14003,1310,2996,799,2026-02-26 04:46:02,133147.61,KZT,deposit,Kaspi Store,marketplace,Актобе,declined
14004,696,1988,1380,2025-12-09 09:35:17,105096.95,USD,deposit,KFC,transport,Павлодар,declined
14005,243,1761,95,2026-01-06 03:42:26,278718.24,USD,transfer,Kaspi Store,clothing,Усть-Каменогорск,success
14006,1098,485,2206,2025-09-08 06:34:07,355355.2,EUR,transfer,Kaspi Store,transport,Караганда,success
14007,50,2473,241,2025-06-30 07:10:51,372250.82,USD,purchase,Sulpak,electronics,Усть-Каменогорск,success
14008,1996,2025,447,2026-02-04 15:57:30,349125.31,KZT,deposit,Ramstore,supermarket,Тараз,success
14009,1147,2968,121,2025-07-18 12:18:28,83853.26,USD,cash_withdrawal,Yandex Go,electronics,Алматы,success
14010,1653,2317,339,2025-12-07 10:21:41,189433.67,KZT,transfer,KFC,food_delivery,Павлодар,success
14011,1548,1879,1737,2025-08-19 23:32:12,439957.29,KZT,purchase,Magnum,transport,Астана,success
14012,482,2604,27,2026-03-26 11:14:03,24782.05,EUR,cash_withdrawal,Zara,electronics,Актобе,success
14013,1914,2034,1680,2025-08-15 19:09:09,404421.81,KZT,transfer,Small,clothing,Шымкент,success
14014,516,300,1010,2026-03-25 19:10:59,364351.02,KZT,transfer,H&M,restaurant,Караганда,success
14015,112,183,1595,2026-03-19 09:29:20,106278.38,KZT,deposit,Magnum,food_delivery,Шымкент,success
14016,705,3,1546,2025-07-05 02:26:10,198372.21,EUR,transfer,Green Bazaar,travel,Усть-Каменогорск,success
14017,655,11,2051,2025-11-23 10:53:54,251872.29,KZT,deposit,H&M,marketplace,Актобе,success
14018,786,843,63,2025-05-20 03:29:21,452206.37,KZT,cash_withdrawal,Technodom,clothing,Шымкент,success
14019,858,625,2231,2025-11-02 08:02:35,236794.35,EUR,purchase,Ramstore,clothing,Астана,success
14020,1779,1196,66,2025-04-26 12:41:06,238486.2,USD,purchase,Zara,restaurant,Тараз,success
14021,1366,1119,2115,2025-10-09 07:46:55,87304.58,EUR,transfer,Burger King,food_delivery,Павлодар,declined
14022,1091,2960,1811,2025-10-14 18:48:27,418992.84,EUR,transfer,Yandex Go,clothing,Актобе,success
14023,428,1436,726,2025-07-05 07:37:57,97903.0,KZT,cash_withdrawal,Small,restaurant,Павлодар,success
14024,1781,1746,392,2026-04-13 09:50:31,369380.26,EUR,deposit,Green Bazaar,supermarket,Тараз,success
14025,1356,2750,2252,2025-08-21 16:46:51,178983.89,KZT,deposit,Sulpak,food_delivery,Усть-Каменогорск,success
14026,505,2354,806,2025-09-13 22:13:18,493305.22,USD,purchase,KFC,clothing,Павлодар,success
14027,1676,1451,828,2025-08-09 09:45:47,31425.97,EUR,purchase,Ramstore,food_delivery,Астана,declined
14028,1768,298,942,2026-02-20 22:21:20,181080.51,USD,purchase,Glovo,food_delivery,Алматы,declined
14029,1708,1852,2101,2026-04-13 06:17:29,29253.7,EUR,transfer,Technodom,restaurant,Астана,success
14030,951,655,880,2025-09-07 07:03:16,355412.99,USD,transfer,Small,clothing,Тараз,declined
14031,938,2068,849,2026-01-03 05:09:04,127090.19,USD,cash_withdrawal,H&M,restaurant,Астана,success
14032,1952,2348,704,2025-12-09 06:40:53,484250.46,EUR,deposit,Ramstore,transport,Караганда,success
14033,476,910,1842,2025-05-06 06:02:10,476898.28,EUR,purchase,Sulpak,food_delivery,Астана,success
14034,1559,2247,913,2025-11-15 04:23:40,37028.94,KZT,cash_withdrawal,Kaspi Store,clothing,Астана,success
14035,1346,2438,1043,2025-05-06 17:50:37,22305.72,USD,transfer,KFC,supermarket,Астана,success
14036,526,160,1488,2025-05-03 14:17:49,164982.12,KZT,cash_withdrawal,Coffee Boom,clothing,Шымкент,declined
14037,950,2673,1999,2025-05-24 16:08:48,334996.78,USD,cash_withdrawal,Green Bazaar,travel,Астана,success
14038,1066,2504,549,2025-04-27 04:35:05,173873.64,EUR,transfer,Coffee Boom,transport,Алматы,success
14039,1204,2884,478,2026-03-09 11:30:10,322422.2,USD,transfer,KFC,transport,Павлодар,success
14040,239,892,1078,2025-12-05 19:50:12,47761.26,EUR,purchase,Ramstore,marketplace,Караганда,success
14041,41,802,980,2026-01-21 03:30:08,144862.5,EUR,transfer,H&M,transport,Павлодар,success
14042,876,1614,567,2025-10-05 00:13:14,43525.98,KZT,deposit,Green Bazaar,food_delivery,Караганда,success
14043,1128,801,1267,2026-04-18 21:55:02,116338.47,USD,transfer,Burger King,travel,Караганда,success
14044,306,2726,639,2025-10-10 03:28:43,35163.61,USD,transfer,Sulpak,marketplace,Алматы,success
14045,804,197,137,2026-01-23 11:20:13,490516.79,USD,purchase,Sulpak,restaurant,Астана,success
14046,1402,2754,1401,2025-07-27 01:20:54,223768.33,KZT,cash_withdrawal,Technodom,clothing,Астана,success
14047,1453,1178,321,2025-06-03 14:16:34,344325.84,KZT,deposit,Technodom,electronics,Караганда,success
14048,1724,1419,1467,2026-03-16 14:49:15,349786.48,USD,transfer,Coffee Boom,travel,Актобе,success
14049,433,24,1179,2025-11-29 04:48:40,22230.48,KZT,deposit,Ramstore,marketplace,Алматы,success
14050,1198,1741,466,2025-09-23 15:36:56,295467.1,EUR,cash_withdrawal,H&M,marketplace,Павлодар,success
14051,1152,1790,1275,2026-03-09 13:33:27,221297.43,KZT,transfer,Magnum,marketplace,Алматы,success
14052,141,223,1229,2025-08-02 19:32:43,12579.35,USD,purchase,Yandex Go,supermarket,Усть-Каменогорск,success
14053,1642,2182,1315,2025-11-09 18:16:44,432432.09,EUR,deposit,Air Astana,supermarket,Астана,success
14054,971,431,499,2025-06-24 13:00:41,226596.33,USD,transfer,Small,electronics,Павлодар,declined
14055,76,943,279,2025-07-30 20:07:31,229238.14,USD,transfer,Magnum,supermarket,Тараз,declined
14056,772,1810,1762,2026-01-13 15:20:39,447867.01,KZT,transfer,Kaspi Store,clothing,Шымкент,success
14057,985,2132,1373,2026-02-24 05:29:18,218247.5,USD,purchase,Coffee Boom,transport,Тараз,success
14058,1563,1442,1856,2026-02-07 06:54:32,488774.95,EUR,purchase,Zara,electronics,Шымкент,success
14059,988,2463,2203,2025-12-28 13:33:14,483622.9,KZT,transfer,Ramstore,food_delivery,Тараз,success
14060,1689,436,701,2025-08-03 15:13:00,325336.89,EUR,cash_withdrawal,Yandex Go,supermarket,Алматы,success
14061,183,1281,2233,2025-08-29 21:46:00,251536.75,KZT,purchase,Technodom,restaurant,Тараз,success
14062,901,441,871,2025-11-07 16:49:26,341952.79,KZT,cash_withdrawal,H&M,transport,Усть-Каменогорск,success
14063,59,2158,925,2025-06-09 02:25:12,239243.31,USD,transfer,KFC,supermarket,Астана,declined
14064,815,129,1075,2026-03-07 03:30:10,18332.69,USD,deposit,Burger King,supermarket,Алматы,success
14065,44,2065,679,2025-07-22 07:16:50,171966.88,KZT,purchase,Yandex Go,food_delivery,Актобе,declined
14066,1696,2770,1716,2025-11-06 01:28:12,148871.21,EUR,purchase,Coffee Boom,transport,Усть-Каменогорск,success
14067,1856,2499,1343,2025-10-20 05:46:47,236404.96,EUR,cash_withdrawal,KFC,food_delivery,Шымкент,success
14068,1206,146,1541,2025-07-21 20:20:14,241284.55,USD,cash_withdrawal,Technodom,supermarket,Усть-Каменогорск,success
14069,450,577,1547,2025-05-09 09:17:36,469315.87,USD,purchase,Small,electronics,Усть-Каменогорск,success
14070,62,1058,272,2026-03-03 12:07:41,377363.22,USD,purchase,Kaspi Store,marketplace,Астана,success
14071,1623,1597,1253,2025-05-31 07:41:05,202450.26,USD,purchase,Burger King,transport,Алматы,success
14072,101,2627,1763,2026-03-03 06:16:02,231988.45,USD,cash_withdrawal,Green Bazaar,restaurant,Усть-Каменогорск,success
14073,1775,2961,1698,2026-01-15 16:20:13,249222.0,KZT,purchase,Ramstore,restaurant,Усть-Каменогорск,success
14074,1461,937,1979,2025-09-26 11:23:20,85153.72,USD,transfer,Burger King,food_delivery,Караганда,success
14075,1260,2488,2189,2025-11-13 16:50:35,426106.37,KZT,purchase,Glovo,electronics,Усть-Каменогорск,declined
14076,267,2897,1171,2026-01-07 23:18:54,84238.62,KZT,transfer,Ramstore,restaurant,Шымкент,success
14077,153,2315,1878,2025-08-05 03:37:37,490935.89,EUR,cash_withdrawal,Zara,restaurant,Караганда,success
14078,1957,2345,666,2026-02-01 15:28:22,151411.26,EUR,cash_withdrawal,Coffee Boom,marketplace,Астана,declined
14079,1390,1607,588,2025-09-08 11:46:06,163059.6,KZT,purchase,Ramstore,restaurant,Астана,declined
14080,489,2152,207,2026-01-02 08:45:59,335606.93,EUR,transfer,Coffee Boom,clothing,Актобе,success
14081,1683,1284,1173,2025-05-28 04:10:52,248059.23,USD,cash_withdrawal,Magnum,restaurant,Алматы,success
14082,1342,1063,2463,2025-11-11 20:22:50,297771.49,EUR,purchase,H&M,clothing,Актобе,success
14083,195,2343,140,2026-04-08 16:24:13,480575.47,USD,deposit,KFC,transport,Алматы,declined
14084,1155,2869,2084,2025-07-23 10:53:14,6000.83,EUR,transfer,KFC,clothing,Караганда,success
14085,1454,26,920,2026-03-01 20:22:17,421285.61,EUR,transfer,Yandex Go,clothing,Шымкент,success
14086,938,639,2226,2025-04-30 03:32:43,350290.41,KZT,cash_withdrawal,Technodom,supermarket,Астана,success
14087,596,1789,376,2025-12-21 22:31:14,272711.73,EUR,transfer,Yandex Go,marketplace,Тараз,success
14088,202,572,1383,2025-05-19 05:48:57,372418.12,EUR,transfer,Coffee Boom,electronics,Тараз,success
14089,1036,557,1426,2025-07-23 08:38:37,276595.71,EUR,cash_withdrawal,Burger King,supermarket,Караганда,success
14090,166,61,2251,2025-09-20 17:09:00,183543.48,USD,deposit,Sulpak,food_delivery,Астана,success
14091,1756,2407,841,2025-09-01 04:28:19,357877.91,USD,transfer,Sulpak,restaurant,Актобе,success
14092,1421,1396,855,2025-08-05 19:49:54,30739.09,KZT,transfer,Small,marketplace,Шымкент,success
14093,1291,1717,1402,2026-02-09 19:49:34,259353.85,KZT,deposit,Small,transport,Тараз,success
14094,167,1211,436,2026-01-12 00:04:16,65250.86,KZT,deposit,Kaspi Store,supermarket,Шымкент,declined
14095,1331,2765,1626,2025-08-28 13:28:11,470539.76,EUR,purchase,Air Astana,travel,Павлодар,success
14096,852,2631,1802,2026-02-12 20:58:45,436687.84,EUR,purchase,Air Astana,electronics,Тараз,success
14097,613,1314,943,2025-07-13 06:54:54,92344.34,KZT,deposit,Yandex Go,food_delivery,Караганда,declined
14098,815,129,1075,2025-05-26 11:26:59,417975.49,USD,deposit,Kaspi Store,transport,Караганда,success
14099,1619,1948,641,2025-10-18 09:20:57,263237.62,USD,transfer,Sulpak,restaurant,Павлодар,success
14100,999,2579,1213,2026-02-12 12:52:13,65070.28,EUR,cash_withdrawal,Sulpak,restaurant,Тараз,success
